0
//===============================================================
// ENGLISH
//===============================================================
// Index   Message
//===============================================================
   522     "Meus premios"
   523     "Leilão Nº %d"
   524     "Sistema de leilões"
   525     "Vencedor:"
   526     "Começa em:"
   527     "Sem ofertas"
   528     "Pegar premio"
   529     "Pagar leilão?"
   530     "Cloak"
   531     "Object"
   532     "Blur"
   533     "Shadow"
   534     "Pet"
   535     "Leaves"
   536     "Effect Volume Level"
   537     "Information"
   538     "Members"
   539     "Guild Shop"
   540     "Guild Point"
   541     "Guild Point(s)"
   542     "Guild Panel"
   543     "Memmber"
   544     "Online"
   545     "Offline"
   546     "Buy %s by %d Guild Point(s)?"
   547     "Change status or remove %s"
   548     "None or Offline"
   549     "Empty"
   550     "Código já resgatado!"
end

2
//===============================================================
// SPANISH
//===============================================================
// Index   Message
//===============================================================
   0       "Nivel: %d | Reinicios: %d"
   1       "Reconectando..."
   2       "Iniciando sesión..."
   3       "Listado caracteres..."
   4       "Entrando en el carácter..."
   5       "Compra de VIP"
   6       "Bienvenido/a al VIP Shop, %s!"
   7       "Elige un plan VIP y obten ventajas!"
   8       "No funciona con master exp o party!"
   9       "Comprar %s"
   10      "Valor:"
   11      "WC: %d"
   12      "WP: %d"
   13      "GP: %d"
   14      "Cuidado! Al clickear el boton el vip será comprado!"
   15      "Blood Castle:"
   16      "Devil Square"
   17      "Chaos Castle"
   18      "Illusion Temple:"
   19      "Sorteo Online:"
   20      "Custom Quiz:"
   21      "Custom Bonus:"
   22      "Custom Arena:"
   23      "Custom Drop:"
   24      "Rey del Mu:"
   25      "Eventos"
   26      "Comprar VIP"
   27      "Ranking"
   28      "Comandos"
   29      "Jewel Bank"
   33      "Ruleta de la Suerte"
   34      "Tipo de subida de nivel"
   35      "Tienda Item Smith"
   36      "Logros"
   43      "Sistema de Banderas"
   44      "Opciones"
   45      "Valor de Compra: %s Zen"
   46      "Valor de Compra: %s WC"
   47      "Valor de Compra: %s WP"
   48      "Valor de Compra: %s GP"
   49      "Valor de Venta: %s Zen"
   50	   "Finanzas:"
   51      "WC:"
   52      "WP:"
   53      "GP:"
   54	   "Bienvenido!"
   55      "Valor de Venta: %s WC"
   56      "Valor de Venta: %s WP"
   57      "Valor de Venta: %s GP"
   58      "WC"
   59      "WP"
   60      "GP"
   61      "Valor de Venta: %s Jewel of Bless"
   62      "Valor de Venta: %s Jewel of Soul"
   63      "Valor de Venta: %s Jewel of Chaos"
   64      "Valor: %s"
   65      "TvT Event:"
   66      "Confirmar"
   67      "Desea realmente comprar ese item?"
   68      "MReinicios:"
   69      "Para depositar usar ctrl + click derecho!"
   70      "Local:"
   71      "[VENTA] %s"
   72      "Ventana de Ventas"
   73      "Objetos a la venta :"
   74      "Misiones"
   75      "Mision Principal"
   76      "Mision Secundaria"
   77      "Requisitos"
   78      "Regalos"
   79      "Sin misión!"
   80      "¡Felicitaciones, todas misiones se han completado!"
   81      "Nivel HUMILDE"                                                                                       
   82      "Nivel BRONCE"                                                                                     
   83      "Nivel PLATA"                                                                                     
   84      "Nivel ORO"
   85      "Obter" 
   86      "Matar"
   87      "Pegar regalo"
   88      "Volver a la quest NPC"
   89      "Misión completada!"
   90      "Proceder"
   91      "Contador de Muertes:"
   92      "Aura Especial"
   93      "Puntos de Nivel:"
   94      "Experiencia:"
   95      "Subasta"
   96      "Objetos de subasta:"
   97      "Oferta actual:"
   98      "Oferta %d WC"
   99      "Oferta %d WP"
   100     "Oferta %d GP"
   101     "Termina en:"
   102     "Oferta Minima:"
   103     "Ganaste la subasta!"
   104     "Recibir premio"
   105     "Cerrar el juego?"
   106     "Menú de Opciones"
   107     "Resolución:"
   108     "Tamaño de Fuente:"
   109     "Barra de Vida:"
   110     "Jugador:"
   111     "Monstruo:"
   112     "Interfaz Personalizada:"
   113     "Efecto - Antilag:"
   114     "Estático:"
   115     "Dinámico:"
   116     "Habilidad:"
   117     "Brillo:"
   118     "Alas:"
   119     "Nivel de Sonido:"
   120     "Auto-Atacar:"
   121     "Sonido-Susurro:"
   122     "Seleccione el idioma:"
   123     "ENG"
   124     "POR"
   125     "SPN"
   126     "ON"
   127     "OFF"
   128     "[Modo PVP Activado]"
   129     "[Modo PVP Desactivado]"
   130     "Reinicios: %d"
   131     "Online"
   132     "%d dia(s)+"
   133     "Cargando %s"
   134     "Eventos:"
   135     "Tiempo:"
   136     "Jewel of GemStone"
   137     "ESTATUS AVANZADO"
   138     "Nivel (ML):"
   139     "Reinicios:"
   140     "Total de Daño Reflejado:"
   141     "Tasa de Daño Total Reflejado:"
   142     "Tasa de Daño Critico:"
   143     "Daño Critico (PvM):"
   144     "Daño Critico (PvP):"
   145     "Tasa de Daño Excelente:"
   146     "Daño Excelente (PvM):"
   147     "Daño Excelente (PvP):"
   148     "Tasa de Doble Daño:"
   149     "Tasa de Triple Daño:"
   150     "Tasa de Reduccion de Daño:"
   151     "Tasa de Reduccion de Daño de Habilidad Escudo:"
   152     "Tasa de Reduccion de Daño al SD:"
   153     "Tasa de Reduccion de Daño al SD (Objetivo):"
   154     "Tasa de Ignorar Defensa:"
   155     "Tasa de Ignorar SD:"
   156     "Incremento de Daño PvP:"
   157     "Incremento de Defensa PvP:"
   158     "Tasa de Resistencia al Doble Daño:"
   159     "Tasa de Resistencia a Ignorar Defensa:"
   160     "Tasa de Resistencia a Ignorar SD:"
   161     "Tasa de Resistencia al Daño Critico:"
   162     "Tasa de Resistencia al Daño Excelente:"
   163     "Tasa de Resistencia a Aturdir(Stun):"
   164     "Tasa de Resistencia al Hielo"
   165     "Tasa de Resistencia al Veneno"
   166     "Tasa de Resistencia al Trueno"
   167     "Tasa de Resistencia al Fuego"
   168     "Tasa de Resistencia a Tierra"
   169     "Tasa de Resistencia al Viento"
   170     "Tasa de Resistencia al Agua"
   171     "Tasa de Recuperar Todo el HP (Def,Atq):"
   172     "Tasa de Recuperar Todo el MP (Def,Atq):"
   173     "Tasa de Recuperar Todo el SD (Def,Atq):"
   174     "RTT: %d ms"
   175     "PING: %d ms"
   176     "FPS: %d"
   177     "Personaje"
   178     "Zen:"
   179     "UsuarioRanking:"
   180     "Rank:"
   181     "Lvl:"
   182     "Str:"
   183     "Agi:"
   184     "Vit:"
   185     "Ene:"
   186     "Com:"
   187     "Matados:"
   188     "Muertes:"
   189     "Estatus Personaje:"
   190     "INFO"
   191     "Defensa:"
   192     "MinDaño:"
   193     "MaxDaño:"
   194     "MaxHP:"
   195     "Abrir Tienda Offline"
   196     "TIENDA OFFLINE"
   197     "Bless"
   198     "Soul"
   199     "Chaos"
   200     "Server:"
   201     "Local:"
   202     "Plan"
   203     "Exp"
   204     "Drop"
   205     "OFF HELPER"
   206     "Comandos"
   207     "Espacio de personaje vacío"
   208     "Menu Especial"
   209     "Abrir Ventana de Misión"
   210     "Vida: %u/%u"
   211     "Mana: %u/%u"
   212     "%dº"
   213     "Sistema de Banderas"
   214     "Bandera disponible"
   215     "Comprar Bandera"
   216     "Usar esa Bandera"
   217     "Tirar esa Bandera"
   218     "Incrementa el Daño %d%%"
   219     "Reduce el Daño %d%%"
   220     "Tasa de Daño Triple %d%%"
   221     "Resistencia de Doble Daño +%d%%"
   222     "Resistencia de Ignorar Defensa +%d%%"
   223     "Resistencia de Ignorar SD +%d%%"
   224     "Resistencia de Daño Critico +%d%%"
   225     "Resistencia de Daño Excelente +%d%%"
   226     "Jugador"
   227     "Contador"
   228     "Unirse"
   229     "%d / 5"
   230     "Necesitas formar Grupo:"
   231     "CONTRASEÑA ES REQUERIDA"
   232     "Solamente Gremios"
   233     "Solamente Alianzas"
   234     "Solamente Gremios"
   235     "Solamente Alianzas"
   236     "Solamente una Clase"
   237     "Sistema Activo"
   238     "Max Nivel"
   239     "Nivel: %d"
   240     "Estatus:"
   241     "Zen"
   242     "JoB"
   243     "JoS"
   244     "JoC"
   245     "WCoinC"
   246     "WCoinP"
   247     "GoblinP"
   248     "Comprar por %d %s?"
   249     "Gremory Case"
   250     "Max 50 objetos - si el número de elementos excede la capacidad "
   251     "máxima de Gremory Case, el elemento se eliminará en orden"
   252     "cronológico desde el primer elemento almacenado."
   253     "Objetos del Personaje"
   254     "Objetos de la Cuenta"
   255     "Cancelar"
   256     "Usarlo"
   257     "Comprarlo"
   258     "Valor de Venta"
   259     "Daño Reflejado +%d%%"
   260     "Añadir puntos"
   261     "Invasiones Activas"
   262     "Sistema de Skins"
   263     "Skin Disponible"
   264     "Comprar Skin"
   265     "Usar este Skin"
   266     "Ocultar Skin"
   267     "<FONT color='#FF0000'>Zona ocupada por el gremio %s</FONT>"
   268     "Almacenamiento %d/%d"
   269     "Sistema Especial"
   270     "Retiro %d"
   271     "Retiro Max"
   272     "Depositar Todo"
   273     "No tienes este monto!"
   274     "Tienda %d/%d"
   275     "Click para dividir."
   276     "%d unidades"
   277     "%d paquete"
   278     "/petpickclear"
   279     "/petpick"
   280     "Añade todas las joyas a tu lista de PICK!"
   281     "Añade %s a tu lista de PICK!"
   282     "Este objeto ya esta en tu lista!"
   283     "Objeto no encontrado!"
   284     "Lista Limpiada!"
   285     "Reinicio"
   286     "Master Reinicio"
   287     "Te gustaría reiniciar tu personaje?"
   288     "Mantener Estatus"
   289     "Reinicio de Estatus"
   290     "Siguiente Estatus:"
   291     "FUSION DE OBJETOS"
   292     "El objeto sera reiniciado si no funciona."
   293     "Nivel: %d / Zen: %d"
   294     "Objeto de Recompensa Especial"
   295     "Reinicia tus habilidades"
   296     "Reinicia tus misiones"
   297     "Punto(s) por %s:"
   298     "%d punto(s)"
   299     "(Tasa de Combinación de Objeto: %d%%)"
   300     "Ruleta N°%d"
   301     "Requisito para Girar:"
   302     "Gira para Ganar"
   303     "(Tienes %d giros gratuito(s))"
   304     "Recibe tu PREMIO!"
   305     "No tienes los requerimientos necesarios!"
   306     "Necesitas tener espacio en el inventario!"
   307     "Tiempo de Eventos"
   308     "Tiempo de Invasiones"
   309     "Tiempo de Arena"
   310     "Volver"
   311     "Tiempo de Subasta"
   312     "Guardar Cuenta/Contraseña"
   313     "Esta cuenta ya existe."
   314     "Actualiza la información de tu cuenta"
   315     "Correo:"
   316     "ID Personal:"
   317     "Correo invalido!"
   318     "Codigo Personal necesita 7 números!"
   319     "Valor a usar: %d WC, %d WP, %d GP!" 
   320     "Obtenido %I64u Exp"
   321     "Exp: %I64u/%I64u"
   322     "Tipo de Subida de Nivel"
   323     "Nivel Normal: %d/1000"
   324     "Nivel Master: %d/330"
   325     "Automatico"
   326     "Nivel Normal"
   327     "Nivel Master"
   328     "Desactivado"
   329     "No estas en nivel master."
   330     "Tiempo de uso del Mapa:"
   331     "Ranking CS"
   332     "Ranking de Tiempo"
   333     "Ranking de Muertes"
   334     "Cambio de Tiempo"
   335     "Tiempo de Corona"
   336     "Slider:"
   337     "Pase de Batalla"
   338     "Recompensa Diaria"
   339     "%d estrellas."
   340     "Cantidad de Estrellas: %d / Estrellas Usadas: %d"
   341     "Premio Obtenido"
   342     "Consiguelo por %d estrella(s)"
   343     "Skin Especial"
   344     "Recompensa Especial"
   345     "No puede recibir el premio"
   346     "Insuficiente Estrellas."
   347     "Consiguelo"
   348     "Reclamar tu recompensa diaria?"
   349     "Recompensa Final"
   350     "Premio Especial si llegas todos los días."
   351     "No tienes el nivel de cuenta requerido."
   352     "Necesitas reclamar los premios anteriores."
   353     "Has recibido la verificación de TOMA DE CONTROL"
   354     "Tasa:"
   355     "Brillo Esclusivo"
   356     "Color de Skin"
   357     "Color de Brillo"
   358     "Precio para usar: 10 WCoinC"
   359     "Brillo"
   360     "Aplicar"
   361     "Remover"
   362     "Te gustaría reiniciar este brillo?"
   363     "Requerimiento(s):"
   364     "Estrella(s) del Pase de Batalla:"
   365     "Cuando cambias la resolucion a WIDE"
   366     "a NON-WIDE necesitas cerrar el juego"
   367     "Daño:"
   368     "Defensa:"
   369     "Daño Elemental: %d-%d"
   370     "Defensa Elemental: %d"
   371     "Daño Elemental Incrementado en: %d"
   372     "Defensa Elemental Incrementado en: %d"
   373     "Tasa de Ataque Elemental Incrementado en: %d"
   374     "Tasa de Defensa Elemental Incrementado en: %d"
   375     "Tasa de Doble Daño Elemental: %d%%"
   376     "Tasa de Ignorar Defensa Elemental:  %d%%"
   377     "Ventaja(s):"
   378     "Tasa de Experiencia:"
   379     "Tasa de Drop Excelente:"
   380     "Tasa de Drop de Objetos:"
   381     "Tasa de Drop de Conjuntos:"
   382     "Tasa de Drop de Zen:"
   383     "Reinado del Gremio: %s"
   384     "Reinado desde %s!"
   385     "Conquistado %d veces."
   386     "Drop de Objetos Socket:"
   387     "Espadas"
   388     "Hachas"
   389     "Cetros"
   390     "Lanzas"
   391     "Arcos"
   392     "Bastones"
   393     "Escudos"
   394     "Casco"
   395     "Pecho"
   396     "Pantalones"
   397     "Guantes"
   398     "Botas"
   399     "Otros1"
   400     "Otros2"
   401     "Otros3"
   402     "Venta de Herrería"
   403     "Opcion Excelente %d:"
   404     "Ilimitado"
   405     "Precio del Objeto:"
   406     "Valor de Opcion(es):"
   407     "Tiempo del Objeto:"
   408     "Valor Total:"
   409     "Nivel del Objeto:"
   410     "Habilidad del Objeto:"
   411     "Opcion Suertuda:"
   412     "Opcion de Objeto:"
   413     "Zen despues de Cazar Monstruo"
   414     "Opcion de Conjunto:"
   415     "Opcion Socket:"
   416     "Objeto fuera de venta."
   417     "Error"
   418     "No tienes suficientes monedas para comprar!"
   419     "Max %d opciones excelente(s)!"
   420     "Item 380:"
   421     "Descuento:"
   422     "Reiniciar"
   423     "Codigo de Regalo"
   424     "Codigo:"
   425     "Pegar Codigo"
   426     "Codigo Invalido!"
   427     "Reclamar"
   428     "Recibir Regalo"
   429     "/battlepass"
   430     "/dailyreward"
   431     "Ver Detalles"
   432     "Clase"
   433     "Premium"
   434     "Puntos de Gremio"
   435     "Número de Baules"
   436     "Comprar Baul Extra"
   437     "Numero:"
   438     "Numero Invalido!"
   439     "MERCADO"
   440     "Moneda de Mercado"
   441     "Vender"
   442     "Objeto del Mercado"
   443     "Mis Objetos del Mercado"
   444     "Sponsored"
   445     "Click Derecho en el inventario para añadir al MERCADO"
   446     "Vendido"
   447     "Ahora Vuelvo"
   448     "Intercambiar 1 %s por:"
   449     "Comprar"
   450     "Añadir objeto al MERCADO?"
   451     "Obtener el Objeto de regreso?"
   452     "%s %d Moneda de Mercado por %dx %s?"
   453     "Monto:"
   454     "Precio para añadir:"
   455     "Puesto en Venta"
   456     "Usuarios Online"
   457     "Hacer Objeto"
   458     "Mover GM"
   459     "Mover a Todos"
   460     "Mover Gremio"
   461     "Ocultar GM"
   462     "Recompensa"
   463     "Recompensar a Todos"
   464     "Recargar"
   465     "Evento(s)"
   466     "Panel de GAME-MASTER"
   467     "Combinar estos elementos?"
   468     "Formato de número en el HUD:"
   469     "Expira"
   470     "Logros"
   471     "Ganó %d AP"
   472     "Puntos de Logro(s)"
   473     "%d punto(s) por nivel"
   474     "Aprendido!(%d AP)"
   475     "Mi Bonus"
   476     "General"
   477     "Monstruo"
   478     "Objeto"
   483     "No tienes suficiente Puntos de Logros"
   484     "No alcanzaste los puntos requeridos"   
   485     "Max Recolectado: %d/%d"  
   486     "Uso Objeto: "  
   487     "Drop Objeto: " 
   488     "Pick Objeto: " 
   489     "LIMITE ALCANZADO"
   490     "Total: %d Punto(s):"
   491     "Log de Caza"
   492     "Tiempo de Caza:"
   493     "Estadisticas por %d segundo(s)"
   494     "Experiencia:"
   495     "Zen Recogido:"
   496     "Total Nivelado:"
   497     "Tasa de Monstruos Muertos:"
   498     "Daño Normal:"
   499     "Daño Elemental:"
   500     "Mejores Valores"
   501     "Reinicio(s) Totales:"
   502     "Experiencia Total:"
   503     "Tiempo para Siguiente Nivel:"
   504     "Realmente quieres usarlo?"
   505     "Mover Ventana"
   506     "AUTO-MOVER"
   507     "No permitido en este mapa!"
   508     "Moviendo"
   509     "Min Level"
   510     "Max Level"
   511     "Min Reinicio"
   512     "Max Reinicio"
   513     "Min MReinicio"
   514     "Max MReinicio"
   515     "PK NO PUEDES MOVERTE"
   516     "Reiniciar"
   517     "Quieres Reiniciar el los Puntos de Logro Bonus?"
   518     "Inventario Visual"
   519     "Click Derecho para añadir objetos al Inventario Visual"
   520     "Subastas"
   521     "Logradas"
   522     "Mis Premios"
   523     "Subasta Nº %d"
   524     "Sistema de Subastas"
   525     "Ganador:"
   526     "Comienza en:"
   527     "No hubo Ofertas"
   528     "Conseguir Premio"
   529     "Pagar Subasta?"
   530     "Capa"
   531     "Objeto"
   532     "Blur"
   533     "Sombreado"
   534     "Mascotas"
   535     "Leaves"
   536     "Nivel de Efecto de Volumen"
   537     "Informacion"
   538     "Miembros"
   539     "Tienda del Gremio"
   540     "Puntos de Gremio"
   541     "Punto(s) de Gremio"
   542     "Panel de Gremio"
   543     "Miembros"
   544     "Online"
   545     "Offline"
   546     "Comprar %s por %d Punto(s) de Gremio?"
   547     "Cambiado estatus o remover %s"
   548     "Ninguno o Offline"
   549     "Vacío"
   550     "Codigo ya reclamado!"
end
